bechmark,formula,index,output,error,time,details
benchmarks,((x**2+x+1)*1)/(x**3+1),10,"(1.4388604210338147, 1.4416370766047004)",,0.4258606433868408,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0Currently on depth 9. In the queue 0Currently on depth 10. In the queue 0Currently on depth 11. In the queue 0Currently on depth 12. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [1.4401115525109012, 1.4403857286340032]\n  Expectation = [2.1118560908737507, 2.112676178746662]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0.00012208521548018368];\n     [0.2416725220186022, 0.24213317622905992];\n     [0.30094141338714336, 0.30212470235198974];\n     [0.8962464856280699, 0.8972571128081702]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 1.4388604210338147 <= Z <= 1.4416370766047004\nLog of normalizing constant: 0.3638514260039056 <= ln Z <= 0.36577932660662055\nTotal computation time: 0.173 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,(x*1/( 4.0 + x**2)),11,"(0.11155755499270346, 0.11158599662725975)",,0.430741548538208,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [0.11155755499270348, 0.11158599662725974]\n  Expectation = [0.01590893387557996, 0.015914871030401016]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.11155755499270348, 0.11158599662725974]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 0.11155755499270346 <= Z <= 0.11158599662725975\nLog of normalizing constant: -2.1932146329859354 <= ln Z <= -2.1929597151583415\nTotal computation time: 0.132 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,((x**3)*1/(4.0+x**2)),12,"(0.05370219952965787, 0.053723596785845894)",,0.46991896629333496,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0Currently on depth 9. In the queue 0Currently on depth 10. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [0.05370219952965788, 0.05372359678584589]\n  Expectation = [0.0062836473914768595, 0.006287379767452986]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.05370219952965788, 0.05372359678584589]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 0.05370219952965787 <= Z <= 0.053723596785845894\nLog of normalizing constant: -2.9243013187221933 <= ln Z <= -2.9239029552526197\nTotal computation time: 0.176 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,(1/(4.0*x**2 + 9.0*x + 16.0)),13,"(0.04718470633871178, 0.04718766828355469)",,0.5551562309265137,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0Currently on depth 9. In the queue 0Currently on depth 10. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [0.04718470633871179, 0.04718766828355468]\n  Expectation = [0.002292411900654738, 0.002292689761416268]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.04718470633871179, 0.04718766828355468]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 0.04718470633871178 <= Z <= 0.04718766828355469\nLog of normalizing constant: -3.0536854571435135 <= ln Z <= -3.053622685705246\nTotal computation time: 0.195 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,(1/( (4.0+x) * (x+9.0) )),14,"(0.023556196040110826, 0.02355701823029768)",,0.6156916618347168,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [0.02355619604011083, 0.023557018230297676]\n  Expectation = [0.0005598965952396125, 0.0005599351532442673]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.02355619604011083, 0.023557018230297676]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 0.023556196040110826 <= Z <= 0.02355701823029768\nLog of normalizing constant: -3.7483663916339323 <= ln Z <= -3.7483314888916905\nTotal computation time: 0.200 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,((1/x)**(1/2)),15,"(1.5129147687923277, 1.8208096162128216)",,0.6719300746917725,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [1.8178740259388073, 1.8184899249593183]\n  Expectation = [4.648566006330725, 4.654814286268725]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0.40388644206936264, 0.4040695357595428];\n     [0.26931613960857315, 0.26968237136876033];\n     [0.1920482868148084, 0.19247551005928257];\n     [0.14422504615932694, 0.1447133792853062];\n     [0.11193068627469414, 0.11233296396132013];\n     [0.0896169823592983, 0.08992215377983338];\n     [0.0733673826032003, 0.07370310420013489];\n     [0.060943701780398506, 0.061309896580255915];\n     [0.05159594649965203, 0.05199265238833324];\n     [0.04421857098827573, 0.044645814610538466];\n     [0.03822209251379859, 0.03867982860701577];\n     [0.03354349112093951, 0.03403185468903853]|]\n  Outside = [0, 0.3032505509234585] }\nNormalizing constant: 1.5129147687923277 <= Z <= 1.8208096162128216\nLog of normalizing constant: 0.41403810063013846 <= ln Z <= 0.5992812462478911\nTotal computation time: 0.214 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,((1/x)**(1/3)),16,,N\S,9.870529174804688e-05,[]
benchmarks,((1/(x+1))**(1/2)),17,"(0.8266129039158656, 0.8268254846338479)",,0.6151995658874512,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [0.8267044540589652, 0.8267339313790737]\n  Expectation = [0.6900732942154932, 0.690122362967051]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.16331554395247658, 0.16341233060743762];\n     [0.6632973599633891, 0.66341315402641]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 0.8266129039158656 <= Z <= 0.8268254846338479\nLog of normalizing constant: -0.1904187661917706 <= ln Z <= -0.1901616284349295\nTotal computation time: 0.201 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,(1/(x**2-1))**(1/2),18,"(1.0781575222777833, 1.1899655981254975)",,0.6180465221405029,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [1.187306775800155, 1.1877522906462188]\n  Expectation = [2.1220258711256057, 2.125141480506497]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.2205177726323107, 0.22063040598168118];\n     [0.21932036876875657, 0.2195645204629676];\n     [0.14999993123736002, 0.15030509612435974];\n     [0.1084542521712208, 0.10872282687610257];\n     [0.08177194723727839, 0.08198558892251942];\n     [0.06347938456429837, 0.0637235521140769];\n     [0.05054194573049215, 0.050816595908866245];\n     [0.04119477234567285, 0.041499930974042074];\n     [0.034204880739089415, 0.0345406109802153];\n     [0.02872103108677283, 0.029087286053122278];\n     [0.02436755237976941, 0.024764201482037018];\n     [0.021180887355075895, 0.021608214030142157];\n     [0.01833916595050068, 0.01879706137284477];\n     [0.016063630079185286, 0.01655207656228697]|]\n  Outside = [0, 0.10736763028023305] }\nNormalizing constant: 1.0781575222777833 <= Z <= 1.1899655981254975\nLog of normalizing constant: 0.07525358637360287 <= ln Z <= 0.17392439756732328\nTotal computation time: 0.231 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,(1/(x+y))**(1/2),19,"(0.9853092982735883, 1.211855650267777)",,0.7567565441131592,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0Currently on depth 9. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [1.0879665579761655, 1.1061531972566812]\n  Expectation = [1.31229665314782, 1.380110974781711]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.016243250712464366, 0.0202945039207116];\n     [0.40910032620302994, 0.4401638161902794];\n     [0.3040350466810909, 0.344082452506832];\n     [0.13088724814407934, 0.15557428935132805];\n     [0.06233191284508926, 0.08274275100509162];\n     [0.031491026104986, 0.04898586205961461];\n     [0.014193615931354231, 0.029354949388953448];\n     [0.009269360420866941, 0.022558640966543312];\n     [0.005446356600073941, 0.017214057751483984];\n     [0.0010279609523609794, 0.011419695572863181];\n     [0.0012831936781927023, 0.010730823540454112]; [0, 0.0064696534261087955];\n     [0, 0.00792208246668025]; [0, 0.005375727097242304]|]\n  Outside = [0, 0.00896634502359001] }\nNormalizing constant: 0.9853092982735883 <= Z <= 1.211855650267777\nLog of normalizing constant: -0.014799678700785438 <= ln Z <= 0.19215278011497422\nTotal computation time: 0.326 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
benchmarks,((x**2 + 2*y**2 + 3*y*x + x + 1)*1/(2*y**2 + y*x + y + 2)),20,"(0.8104365442264316, 1.0673079216973802)",,0.7842943668365479,"{'raw_output': '{ method = Polytopes\n  discretization = { Start = -4.0\n                     End = 4.0\n                     StepSize = 0.25 }\n  depth = 20\n  splits = 10000\n  epsilonScore = 0.025\n  epsilonVar = 0.05\n  outputSplitProgress = true\n  outputCurrentPath = true\n  outputCurrentArea = true }\nStart eval...\nCurrently on depth 0. In the queue 0Currently on depth 1. In the queue 0Currently on depth 2. In the queue 0Currently on depth 3. In the queue 0Currently on depth 4. In the queue 0Currently on depth 5. In the queue 0Currently on depth 6. In the queue 0Currently on depth 7. In the queue 0Currently on depth 8. In the queue 0Currently on depth 9. In the queue 0Currently on depth 10. In the queue 0Currently on depth 11. In the queue 0Currently on depth 12. In the queue 0Currently on depth 13. In the queue 0Currently on depth 14. In the queue 0Currently on depth 15. In the queue 0Currently on depth 16. In the queue 0Currently on depth 17. In the queue 0Currently on depth 18. In the queue 0Currently on depth 19. In the queue 0Currently on depth 20. In the queue 0Currently on depth 20. In the queue 0Currently on depth 20. In the queue 0Currently on depth 20. In the queue 0Currently on depth 20. In the queue 0\n...eval completed\nFound 1 paths.\nWorking on path 0/1\nstarting with 1 interval traces...\n10000 splits remaining...\n10000 splits remaining...\n0 splits remaining...\n\nsummarizing results from interval traces...\n{ NormConst = [0.9215109789940987, 0.9525042387238785]\n  Expectation = [0.91865183464639, 0.9788283542754681]\n  Histogram =\n   [|[0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0];\n     [0.003370859906043259, 0.009843998278012592];\n     [0.16379656424923855, 0.2031094737229087];\n     [0.21002542277395586, 0.2822819351513173];\n     [0.24399466867695546, 0.3307972601456211];\n     [0.1892490286202387, 0.2381539263608934]; [0, 0.0031213280386266245];\n     [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]; [0, 0]|]\n  Outside = [0, 0] }\nNormalizing constant: 0.8104365442264316 <= Z <= 1.0673079216973802\nLog of normalizing constant: -0.21018223300411368 <= ln Z <= 0.06513951709460974\nTotal computation time: 0.397 seconds\nVinci computation: 0.000 seconds\nFlips computation: 0.000 seconds\n'}"
