bechmark,formula,index,output,error,time,details
benchmarks,((x**2+x+1)*100)/(x**3+1),10,"E[p_] = Integrate[(100+100*xi1+100*xi1^2)*1/(1+xi1^3)*Boole[-1+-xi1^3!=0]*Boole[-1+xi1<=0]*Boole[-xi1<=0],{xi1,-Infinity,Infinity}]",,0.02969980239868164,[]
benchmarks,(x*100/( 4.0 + x**2)),11,"E[p_] = 1/Integrate[(1/((-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[xi1!=0]+(1/((-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[-25+-xi1!=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[-xi1+25!=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]*Boole[Integrate[(1/((-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[xi1!=0]+(1/((-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[-25+-xi1!=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[-xi1+25!=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]!=0]*Integrate[(1/((-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[xi1!=0]*xi1+(1/((-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[-25+-xi1!=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[-xi1+25!=0]*Boole[xi1!=0]*xi1,{xi1,-Infinity,Infinity}]	Pr[error] = Boole[Integrate[(1/((-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/((-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[xi1!=0]+(1/((-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800)*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2<=0]+1/(-(-16*xi1^2+10000)^(1/2)*1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*10000+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)*100+-1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*800+1/(-(-16*xi1^2+10000)^(1/2)*1/xi1^2*50+1/xi1^2*5000)^2*1/xi1^2*1000000)*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+2<=0])*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*1/xi1+-2!=0]*Boole[((-16*xi1^2+10000)^(1/2)*1/2+-50)*xi1<=0]*Boole[(-(-16*xi1^2+10000)^(1/2)*1/2+50)*1/xi1+-1<=0]*Boole[-25+-xi1!=0]*Boole[-25+-xi1<=0]*Boole[-25+xi1<=0]*Boole[-xi1+25!=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]==0]",,10.27455997467041,[]
benchmarks,((x**3)*100/(4.0+x**2)),12,"E[p_] = 100*Integrate[1/(4+xi1^2)*Boole[-1+xi1<=0]*Boole[-xi1<=0]*xi1^3,{xi1,-Infinity,Infinity}]",,0.03614068031311035,[]
benchmarks,(100/(4.0*x**2 + 9.0*x + 16.0)),13,"E[p_] = 1/Integrate[1/(-175+1/xi1*1600)^(1/2)*1/xi1^2*Boole[(-175+1/xi1*1600)^(1/2)+-17<=0]*Boole[-(-175+1/xi1*1600)^(1/2)+9<=0]*Boole[-1/xi1+7/64!=0]*Boole[-1/xi1+7/64<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]*Boole[Integrate[1/(-175+1/xi1*1600)^(1/2)*1/xi1^2*Boole[(-175+1/xi1*1600)^(1/2)+-17<=0]*Boole[-(-175+1/xi1*1600)^(1/2)+9<=0]*Boole[-1/xi1+7/64!=0]*Boole[-1/xi1+7/64<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]!=0]*Integrate[1/(-175+1/xi1*1600)^(1/2)*1/xi1*Boole[(-175+1/xi1*1600)^(1/2)+-17<=0]*Boole[-(-175+1/xi1*1600)^(1/2)+9<=0]*Boole[-1/xi1+7/64!=0]*Boole[-1/xi1+7/64<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]	Pr[error] = Boole[Integrate[1/(-175+1/xi1*1600)^(1/2)*1/xi1^2*Boole[(-175+1/xi1*1600)^(1/2)+-17<=0]*Boole[-(-175+1/xi1*1600)^(1/2)+9<=0]*Boole[-1/xi1+7/64!=0]*Boole[-1/xi1+7/64<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]==0]",,0.1862032413482666,[]
benchmarks,(100/( (4.0+x) * (x+9.0) )),14,"E[p_] = 1/Integrate[1/(1/xi1*400+25)^(1/2)*1/xi1^2*Boole[(1/xi1*400+25)^(1/2)+-15<=0]*Boole[-(1/xi1*400+25)^(1/2)+13<=0]*Boole[-1/16+-1/xi1!=0]*Boole[-1/16+-1/xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]*Boole[Integrate[1/(1/xi1*400+25)^(1/2)*1/xi1^2*Boole[(1/xi1*400+25)^(1/2)+-15<=0]*Boole[-(1/xi1*400+25)^(1/2)+13<=0]*Boole[-1/16+-1/xi1!=0]*Boole[-1/16+-1/xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]!=0]*Integrate[1/(1/xi1*400+25)^(1/2)*1/xi1*Boole[(1/xi1*400+25)^(1/2)+-15<=0]*Boole[-(1/xi1*400+25)^(1/2)+13<=0]*Boole[-1/16+-1/xi1!=0]*Boole[-1/16+-1/xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]	Pr[error] = Boole[Integrate[1/(1/xi1*400+25)^(1/2)*1/xi1^2*Boole[(1/xi1*400+25)^(1/2)+-15<=0]*Boole[-(1/xi1*400+25)^(1/2)+13<=0]*Boole[-1/16+-1/xi1!=0]*Boole[-1/16+-1/xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]==0]",,0.11937952041625977,[]
benchmarks,((10000/x)**(1/2)),15,E[p_] = 2000/11,,0.032859086990356445,[]
benchmarks,((1000000/x)**(1/3)),16,E[p_] = -1/100000000^(2/3)*Boole[-100000000^(1/3)+100<=0]*50000000/33+5000/33*Boole[-100000000^(1/3)+100<=0]	Pr[error] = Boole[-100+100000000^(1/3)!=0]*Boole[-100+100000000^(1/3)<=0],,0.038895606994628906,[]
benchmarks,((10000/(x+1))**(1/2)),17,E[p_] = -101^(1/2)*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*2000/99+1/5000^(1/2)*2000000/99*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]	Pr[error] = Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0],,0.03844046592712402,[]
benchmarks,(10000/(x**2-1))**(1/2),18,"E[p_] = 1/Integrate[1/(1+1/xi1^2*10000)^(1/2)*1/xi1^3*Boole[(1+1/xi1^2*10000)^(1/2)+-2<=0]*Boole[-(1+1/xi1^2*10000)^(1/2)+101/100<=0]*Boole[-xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]*Boole[Integrate[1/(1+1/xi1^2*10000)^(1/2)*1/xi1^3*Boole[(1+1/xi1^2*10000)^(1/2)+-2<=0]*Boole[-(1+1/xi1^2*10000)^(1/2)+101/100<=0]*Boole[-xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]!=0]*Integrate[1/(1+1/xi1^2*10000)^(1/2)*1/xi1^2*Boole[(1+1/xi1^2*10000)^(1/2)+-2<=0]*Boole[-(1+1/xi1^2*10000)^(1/2)+101/100<=0]*Boole[-xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]	Pr[error] = Boole[Integrate[1/(1+1/xi1^2*10000)^(1/2)*1/xi1^3*Boole[(1+1/xi1^2*10000)^(1/2)+-2<=0]*Boole[-(1+1/xi1^2*10000)^(1/2)+101/100<=0]*Boole[-xi1<=0]*Boole[xi1!=0],{xi1,-Infinity,Infinity}]==0]",,0.33718395233154297,[]
benchmarks,(10000/(x+y))**(1/2),19,E[p_] = -1/5000^(1/2)*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]*4000000/39601+-1/5000^(3/2)*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*20000000000/297+-1/5000^(3/2)*Boole[-100+5000^(1/2)<=0]*Boole[-101+200*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]+400*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]*4000000000000/148203+-101^(1/2)*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*2020/99+-101^(1/2)*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]*2020/149+-101^(1/2)*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]*400000/49401+-101^(1/2)*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]*400000/59401+-1480/11*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]+-296000/3289*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]+-296000/5489*Boole[-100+5000^(1/2)<=0]*Boole[-101+200*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]+400*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]+1/5000^(1/2)*2000000/149*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+1/5000^(1/2)*396000000/59401*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+1/5000^(1/2)*4000000/299*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]+1/5000^(1/2)*4000000/499*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]+1/5000^(1/2)*4000000/99*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]+1/5000^(1/2)*400000000/49401*Boole[-100+5000^(1/2)<=0]*Boole[-101+200*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]+400*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]+1/5000^(3/2)*4000000000000/118803*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+1/5000^(3/2)*4000000000000/148203*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]+1/5000^(3/2)*4000000000000/178203*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+101^(3/2)*20/297*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-100+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]+101^(3/2)*20/447*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+40/447*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+8000/118803*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]+8000/178203*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000==0]*Boole[-5000^(1/2)+100!=0]*Boole[-5000^(1/2)+100<=0]	Pr[error] = Boole[-10000*Boole[-100+5000^(1/2)<=0]+19800*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-1000+5000^(1/2)<=0]+39600*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000<=0]+9999*Boole[-1/101^(1/2)*1000+5000^(1/2)<=0]*Boole[-1000+5000^(1/2)<=0]*Boole[-5000^(1/2)+1/101^(1/2)*1000!=0]+Boole[-1000+5000^(1/2)<=0]==0],,0.20136022567749023,[]
benchmarks,((x**2 + 2*y**2 + 3*y*x + x + 1)*100/(2*y**2 + y*x + y + 2)),20,,None,None,[]
