benchmark,faza,gubpi,latte,psi,volesti
rational/plain,259.4831266403198,0.6407322883605957,0.1982851028442382,258.765722990036,0.1321103572845459
rational_2/plain,10969.145425796509,0.798802375793457,0.0910351276397705,,0.06633114814758301
rational_sqrt/plain,184.0938575267792,0.7651565074920654,5.960464477539063e-05,13.715831995010376,9.703636169433594e-05
sqrt/plain,54.39783048629761,0.6000189781188965,6.341934204101562e-05,1.8848576545715328,0.0002989768981933
