volume_id,volume,time,hrect_checked_num,total_solver_time,total_subs_time,threshold,max_workers,integrand,bounds,degree
d_f_over_g,99.0,0.37314701080322266,1,0.12610745429992676,0.01061105728149414,0.1,16,x**2 - y**2*(x**3 - x) + 1,"[[0.01, 1.0], [0.0, 100.0]]",1
d_f_over_g,99.0,0.9523134231567383,1,0.06612277030944824,0.023601770401000977,0.1,16,x**2 - y**2*(x**3 - x) + 1,"[[0.01, 1.0], [0.0, 100.0]]",2
d_f_over_g,99.0,6.386070489883423,1,0.10361003875732422,0.07239437103271484,0.1,16,x**2 - y**2*(x**3 - x) + 1,"[[0.01, 1.0], [0.0, 100.0]]",3
